client_id,date,sex,age,car,car_type,decline_app_cnt,score_bki,bki_request_cnt,region_rating,income,foreign_passport,default
92176,08-04-2014,0,26,0,0,0,-2.56406477,0,50,15000,0,0
60374,09-03-2014,0,56,0,0,0,-2.40472496,1,40,10000,0,0
98030,15-04-2014,0,28,0,0,0,-1.53330598,4,20,15000,0,0
53675,02-03-2014,1,62,0,0,0,-2.82274222,0,40,14800,0,1
24303,31-01-2014,1,26,0,0,2,-1.1097794,1,80,70000,1,0
65933,14-03-2014,0,40,1,1,0,-1.58614789,5,50,45000,0,0
18655,26-01-2014,0,34,1,1,0,-2.67076462,3,50,60000,0,0
76606,24-03-2014,1,33,1,1,0,-1.1932929,0,40,60000,0,0
86580,03-04-2014,0,62,0,0,0,-1.82877186,2,70,80000,1,0
74699,22-03-2014,0,26,0,0,1,-1.24088904,0,80,26000,0,0
4851,11-01-2014,1,59,0,0,0,-1.595784,1,80,80000,1,0
40394,17-02-2014,1,56,1,0,0,-1.31805159,1,50,65000,0,0
36938,13-02-2014,0,67,0,0,0,-1.83832697,0,50,11000,0,0
99890,17-04-2014,1,40,1,1,1,-1.93410235,0,60,30000,0,0
82240,30-03-2014,1,34,0,0,0,-1.44683966,1,70,50000,0,0
48805,25-02-2014,0,38,0,0,0,-1.91430142,5,60,75000,0,1
71218,19-03-2014,0,46,0,0,0,-1.83260203,1,80,40000,0,0
94540,10-04-2014,0,46,0,0,0,-1.5570596,4,80,35000,0,0
84681,01-04-2014,1,28,0,0,1,-1.87663637,3,80,45000,1,0
103453,21-04-2014,1,42,0,0,0,-2.2260183,4,50,19000,0,0
69012,17-03-2014,0,35,0,0,0,-1.54908279,3,40,15000,0,1
72785,20-03-2014,0,38,0,0,0,-2.33808111,2,60,55000,0,0
53810,03-03-2014,1,24,1,1,0,-1.97615974,1,60,40000,0,0
15500,22-01-2014,1,61,1,1,0,-1.51663298,0,60,70000,1,0
77041,25-03-2014,0,39,0,0,0,-2.76864339,1,60,30000,0,0
24780,31-01-2014,0,36,1,1,0,-1.80189598,8,60,200000,1,0
47297,24-02-2014,1,29,1,1,0,-1.45196651,4,50,23000,0,1
46921,24-02-2014,1,27,0,0,2,-0.50010291,4,50,25000,0,0
99439,16-04-2014,1,29,0,0,0,-1.83099454,2,60,80000,0,0
27149,03-02-2014,1,37,0,0,0,-2.15876944,1,40,9000,0,1
50586,27-02-2014,0,26,0,0,0,-2.08204559,0,50,11000,0,0
69715,18-03-2014,0,29,0,0,0,-2.05028492,0,30,27000,0,0
28006,04-02-2014,0,21,0,0,0,-1.54226004,0,80,30000,0,0
50997,27-02-2014,1,26,0,0,0,-1.81117607,0,70,40000,0,0
43341,19-02-2014,0,37,0,0,0,-1.93378197,7,50,28000,1,0
43812,20-02-2014,1,33,0,0,0,-1.55518773,2,80,30000,0,0
83707,31-03-2014,1,32,0,0,0,-1.60977299,0,50,50000,0,0
55318,04-03-2014,0,52,0,0,0,-1.474372,2,40,15100,0,0
18358,25-01-2014,0,30,1,1,0,-2.00057844,3,60,130000,0,0
2242,07-01-2014,0,40,0,0,0,-1.95511221,3,80,35000,1,0
58728,07-03-2014,1,24,0,0,1,-1.35583569,4,50,35000,0,0
99015,16-04-2014,0,45,0,0,0,-2.77158529,0,60,20000,1,0
78655,26-03-2014,0,41,0,0,0,-2.94603324,0,70,21000,0,0
53637,02-03-2014,0,27,0,0,0,-1.77409236,0,40,350000,0,0
65399,14-03-2014,0,23,1,1,0,-1.55602075,1,70,22000,1,0
29888,05-02-2014,0,38,1,0,0,-2.18229006,1,50,40000,0,1
37164,13-02-2014,0,30,0,0,0,-1.2608303,6,80,40000,0,0
57757,06-03-2014,1,40,1,0,0,-2.14395028,0,50,100000,0,0
42283,18-02-2014,0,55,0,0,0,-0.98657291,7,40,43000,0,0
32621,08-02-2014,0,36,0,0,0,-1.23239494,2,60,16000,0,0
14189,21-01-2014,1,29,1,0,1,-1.21177075,2,50,30000,0,0
60403,09-03-2014,1,32,0,0,0,-0.26613705,4,50,33000,0,0
41866,18-02-2014,1,21,0,0,1,-1.66051234,1,60,30000,0,0
64694,13-03-2014,0,59,0,0,1,-2.03512908,6,50,30000,0,1
32465,08-02-2014,1,43,1,1,0,-2.31803899,3,50,80000,1,0
3569,09-01-2014,1,43,0,0,0,-2.21884366,1,80,50000,1,0
31470,07-02-2014,0,29,0,0,3,-2.1526399,6,60,25000,0,0
91570,08-04-2014,0,49,1,1,1,-1.54100734,0,50,100000,0,0
23745,30-01-2014,0,32,0,0,0,-1.73904295,3,80,30000,0,0
22562,29-01-2014,1,57,1,1,0,-2.86040097,0,60,30000,0,0
69823,18-03-2014,1,49,1,1,0,-1.50114872,0,60,80000,1,0
42799,19-02-2014,0,21,0,0,0,-2.16966378,2,60,15000,0,0
20219,27-01-2014,1,28,1,1,0,-1.73450197,0,30,18000,0,0
39146,15-02-2014,1,50,1,1,0,-2.29456759,0,60,25000,0,0
47779,24-02-2014,0,38,0,0,0,-1.62058742,2,50,10000,0,0
109062,29-04-2014,0,31,0,0,0,-1.99243878,1,50,5000,0,0
88159,04-04-2014,0,23,0,0,0,-1.69825587,0,40,35000,1,0
92148,08-04-2014,0,38,1,0,0,-2.45566757,0,40,23000,0,0
9357,16-01-2014,1,64,1,1,0,-2.13797446,2,40,20000,1,0
90883,07-04-2014,0,26,0,0,0,-1.47715645,3,60,8000,0,0
6197,13-01-2014,1,24,0,0,0,-1.77526279,1,60,35000,0,0
73541,21-03-2014,1,30,1,1,0,-1.16647857,3,80,64000,1,0
17722,24-01-2014,1,32,0,0,0,-1.60769045,0,50,5000,0,0
3496,09-01-2014,0,30,1,1,0,-2.54175125,1,50,6000,0,0
94693,10-04-2014,0,21,0,0,4,-1.97610002,0,80,40000,0,0
48637,25-02-2014,1,28,0,0,0,-1.22798222,2,70,95000,0,0
79637,27-03-2014,1,31,1,1,0,-1.58452473,0,50,40000,0,0
62495,11-03-2014,0,41,0,0,0,-1.42571493,7,40,25000,1,0
63971,13-03-2014,1,39,1,1,0,-2.3635073,13,80,65000,1,0
96848,14-04-2014,0,46,1,1,0,-2.68199986,0,40,20000,0,0
68881,17-03-2014,1,62,0,0,0,-2.74569611,0,60,24000,0,0
75425,23-03-2014,0,31,1,1,3,-1.58295296,3,60,22000,0,0
54365,03-03-2014,1,29,1,0,1,-1.90894982,1,70,50000,0,0
23436,30-01-2014,0,38,0,0,0,-0.91459778,2,60,45000,0,1
33322,09-02-2014,0,33,0,0,0,-0.96287796,1,50,20000,0,0
30379,06-02-2014,0,39,1,1,0,-1.46115119,8,80,70000,1,0
17847,25-01-2014,0,36,0,0,0,-1.70095685,7,60,35000,0,0
46292,22-02-2014,0,26,0,0,0,-1.30779768,1,70,30000,0,0
2829,08-01-2014,1,25,1,1,0,-1.77617318,0,40,60000,0,0
25947,01-02-2014,1,41,0,0,0,-2.16629277,0,60,12000,0,0
83636,31-03-2014,1,32,1,1,0,-2.33795214,2,40,40000,0,1
20426,28-01-2014,0,40,0,0,0,-2.47341086,0,60,40000,0,0
78601,26-03-2014,1,38,0,0,0,-2.36205514,0,60,40000,0,0
107871,28-04-2014,0,50,0,0,0,-2.15138984,0,50,22000,0,0
57977,06-03-2014,1,33,1,1,0,-2.64824818,2,80,80000,1,0
48580,25-02-2014,0,32,0,0,1,-1.51616882,2,40,16000,0,1
19144,26-01-2014,1,27,0,0,0,-2.18508146,1,70,45000,1,1
4501,10-01-2014,0,58,0,0,0,-2.16128118,2,40,8000,0,0
84340,01-04-2014,1,25,0,0,0,-2.16966378,1,80,48000,1,0
29176,05-02-2014,0,33,0,0,0,-2.07345955,3,80,48000,0,0
33549,10-02-2014,1,58,0,0,0,-2.54315298,4,50,40000,0,0
29936,05-02-2014,0,37,0,0,0,-1.10412792,1,50,40000,0,1
27179,03-02-2014,1,39,0,0,0,-1.72634349,0,40,35000,0,1
53780,03-03-2014,0,52,0,0,0,-2.32665148,0,40,35000,0,0
31373,07-02-2014,0,42,0,0,0,-1.70642407,1,60,25000,0,0
59150,07-03-2014,1,28,0,0,0,-1.87906071,1,50,25000,1,0
100957,18-04-2014,0,50,1,1,0,-2.43473519,4,40,37000,0,0
1124,05-01-2014,0,63,0,0,0,-2.6418348,1,50,9600,0,0
66342,15-03-2014,1,51,0,0,0,-1.8801725,2,80,30000,1,0
94195,10-04-2014,1,62,1,0,2,-2.12427311,3,80,35000,0,0
20469,28-01-2014,0,35,0,0,1,-1.85857535,3,50,25000,0,0
78525,26-03-2014,1,22,1,0,6,-1.37674364,1,80,30000,0,0
27159,03-02-2014,1,28,0,0,0,-1.74813338,0,80,45000,1,0
72505,20-03-2014,0,54,0,0,0,-2.53008899,0,40,15000,0,0
66242,15-03-2014,0,42,1,0,0,-1.94478137,6,20,25000,0,0
36923,13-02-2014,0,55,0,0,1,-1.13794732,2,40,17000,0,0
19366,27-01-2014,1,25,1,1,0,-1.38187167,4,50,30000,1,0
27172,03-02-2014,0,45,0,0,0,-2.42615851,3,40,20000,0,0
6752,14-01-2014,0,65,0,0,0,-2.61051476,3,30,11500,0,0
57952,06-03-2014,0,26,0,0,0,-2.1032692,0,40,10000,0,0
101725,18-04-2014,0,25,0,0,0,-1.91705827,3,50,40000,0,0
90208,07-04-2014,1,51,1,1,0,-2.29864943,0,50,35000,0,0
12164,20-01-2014,0,36,0,0,0,-1.95637717,0,60,23400,0,0
18614,26-01-2014,1,26,0,0,0,-1.51911342,4,80,55000,0,0
10686,18-01-2014,1,31,0,0,0,-0.62769189,3,50,60000,0,0
9262,16-01-2014,1,22,0,0,0,-1.9138926,0,80,45000,0,0
60345,09-03-2014,1,27,0,0,2,-1.88325968,3,80,40000,1,0
66934,15-03-2014,0,58,1,0,0,-1.96575175,0,40,8500,0,1
31799,07-02-2014,1,29,1,1,0,-2.14541761,0,40,85000,0,0
7790,15-01-2014,0,55,0,0,0,-2.57237392,1,50,15000,0,0
52538,01-03-2014,1,25,0,0,0,-2.16460906,3,70,80000,0,0
53667,02-03-2014,1,27,0,0,0,-1.30002747,5,40,30000,1,0
8341,15-01-2014,0,64,0,0,0,-2.63378052,1,80,29000,0,0
70433,18-03-2014,0,61,0,0,0,-1.82029261,1,40,10500,0,1
89842,06-04-2014,0,39,0,0,0,-1.39509139,0,50,15000,0,0
20796,28-01-2014,0,49,0,0,0,-1.74658336,0,40,24000,0,0
6165,13-01-2014,0,24,0,0,0,-1.77578279,0,50,30000,0,0
70553,18-03-2014,1,33,0,0,0,-2.07932778,1,60,30000,1,0
12618,20-01-2014,1,28,1,1,0,-1.59061401,2,50,35000,0,0
2482,08-01-2014,1,36,1,1,0,-1.8700572,6,50,49000,1,1
106779,26-04-2014,0,62,0,0,0,-2.68837152,0,40,17000,0,0
100042,17-04-2014,0,21,0,0,0,-1.59388769,1,40,17000,0,0
58422,06-03-2014,0,51,0,0,0,-1.56481564,1,60,15000,0,0
899,04-01-2014,1,24,1,0,1,-2.28467257,1,50,45000,0,0
49857,26-02-2014,1,57,1,1,0,-1.04280858,5,80,40000,0,0
101336,18-04-2014,0,57,0,0,0,-1.80409613,4,80,60000,1,0
110109,30-04-2014,1,50,1,0,0,-1.89219451,0,40,15000,0,0
27375,03-02-2014,0,32,0,0,0,-2.38482362,2,70,5000,0,0
89265,05-04-2014,1,31,0,0,0,-2.30683629,2,40,50000,0,0
31828,07-02-2014,1,55,1,0,1,-2.06957955,0,50,13000,0,0
81368,29-03-2014,0,49,0,0,0,-1.59615525,3,80,40000,1,0
18260,25-01-2014,1,31,1,0,0,-1.42382988,3,80,130000,0,0
30510,06-02-2014,1,34,1,1,0,-2.55840765,0,60,50000,0,0
101899,19-04-2014,0,31,0,0,2,-1.8533768,1,40,10000,0,1
54978,04-03-2014,0,22,0,0,0,-1.247893,1,60,30000,0,0
53680,02-03-2014,0,34,0,0,0,-1.35729721,2,60,17000,0,0
7335,14-01-2014,0,56,0,0,2,-0.9089048,13,50,27000,0,0
51072,27-02-2014,1,31,0,0,0,-2.21983894,0,60,20000,1,0
22342,29-01-2014,1,35,0,0,1,-1.08413659,7,50,25000,1,0
109335,30-04-2014,1,36,1,1,0,-2.42123589,10,60,75000,0,1
360,03-01-2014,1,26,1,1,0,-1.21170918,4,80,160000,0,0
92363,08-04-2014,0,35,0,0,0,-2.24329886,3,50,25000,0,0
7615,15-01-2014,1,58,1,0,0,-1.92546767,2,50,20000,0,1
20587,28-01-2014,0,50,0,0,0,-1.5835503999999998,4,60,35000,0,0
64540,13-03-2014,1,32,1,1,0,-1.8849531,2,80,150000,1,0
71770,19-03-2014,1,37,1,1,0,-1.2180766,0,70,70000,0,0
100068,17-04-2014,0,64,0,0,0,-1.99592142,2,50,6500,0,0
57314,05-03-2014,0,39,0,0,0,-2.18307981,1,60,100000,1,0
89472,06-04-2014,1,39,0,0,0,-2.61849434,1,80,50000,0,0
85907,02-04-2014,1,53,1,0,0,-2.22228558,1,40,15000,0,0
69901,18-03-2014,0,40,0,0,0,-1.83659996,0,60,15000,0,0
68688,17-03-2014,1,31,0,0,0,-1.39457792,2,50,45000,0,0
88062,04-04-2014,0,48,0,0,0,-2.11124484,0,40,20000,0,0
54494,03-03-2014,0,43,1,1,0,-1.61030533,4,50,50000,0,0
54484,03-03-2014,1,29,1,1,0,-2.30762683,2,50,60000,0,0
71970,19-03-2014,0,47,1,1,1,-2.37348775,0,50,25000,0,0
79096,27-03-2014,0,36,0,0,0,-0.8662615,1,60,17000,0,0
9249,16-01-2014,0,49,0,0,0,-2.50924923,2,50,16700,0,0
73725,21-03-2014,1,37,0,0,0,-1.45291548,3,50,20000,0,0
33983,10-02-2014,1,36,0,0,3,-2.02210273,4,40,45000,0,1
14535,22-01-2014,0,33,1,1,0,-2.82602672,1,60,50000,0,0
98217,15-04-2014,1,21,0,0,5,-1.76266434,1,70,22000,0,0
107773,27-04-2014,1,38,1,1,1,-1.46482425,1,40,20000,0,0
44834,21-02-2014,1,53,1,1,1,-0.77525099,22,50,90000,0,0
61733,11-03-2014,0,54,1,0,0,-2.34702016,1,50,150000,0,0
98649,15-04-2014,1,51,0,0,0,-2.41235605,4,50,45000,0,0
71209,19-03-2014,1,65,1,1,0,-1.89320175,0,80,200000,0,0
49219,26-02-2014,1,42,1,1,0,-2.36118226,0,60,60000,0,0
68395,17-03-2014,0,65,0,0,0,-2.33217366,0,50,18000,0,0
12285,20-01-2014,0,31,0,0,1,-0.8463118000000001,2,40,30000,0,1
34939,11-02-2014,1,31,0,0,0,-1.84111212,0,50,45000,0,0
103425,21-04-2014,0,54,0,0,0,-1.40775016,2,50,30000,0,0
40498,17-02-2014,1,27,0,0,1,-2.10433134,4,60,50000,0,1
41170,17-02-2014,0,26,0,0,0,-0.70136678,3,50,25000,0,1
69387,18-03-2014,1,49,0,0,0,-1.62335278,3,50,25890,0,0
54272,03-03-2014,0,32,0,0,5,-1.91635836,0,40,20000,0,0
11897,19-01-2014,0,27,0,0,0,-1.42094046,1,50,15000,0,1
5301,12-01-2014,0,35,0,0,1,-2.54026794,0,40,12000,0,0
26880,03-02-2014,0,29,1,1,0,-2.43375857,2,50,20000,0,0
41119,17-02-2014,0,28,1,0,0,-1.31009307,2,80,40000,0,0
14633,22-01-2014,0,27,0,0,0,-1.4189602,7,50,25000,0,0
13631,21-01-2014,1,39,0,0,0,-1.89183959,1,50,60000,0,0
106802,26-04-2014,0,31,0,0,0,-2.1733263,1,50,18000,0,1
82966,31-03-2014,1,51,0,0,0,-1.32618038,3,60,55000,0,0
70188,18-03-2014,0,31,1,0,0,-2.11628531,0,50,28000,0,0
99083,16-04-2014,1,36,1,1,0,-2.05765641,3,70,77000,1,0
74196,21-03-2014,1,26,0,0,1,-0.27527328,8,60,40000,0,0
71262,19-03-2014,1,38,0,0,0,-2.16409446,1,40,25000,0,0
93225,09-04-2014,1,38,1,1,0,-2.0478885,0,60,40000,0,0
104042,22-04-2014,1,55,0,0,0,-1.49984158,0,50,22000,0,0
71065,19-03-2014,1,58,0,0,0,-2.26563117,4,50,35000,0,0
67140,16-03-2014,0,37,0,0,0,-1.3541666,1,60,15000,0,0
48390,25-02-2014,0,48,0,0,0,-1.66742062,1,60,18000,0,0
23722,30-01-2014,1,34,1,0,0,-2.40580364,0,70,40000,0,0
82732,31-03-2014,1,37,1,0,0,-2.35958495,0,60,19000,0,0
12466,20-01-2014,1,43,0,0,0,-2.09345641,1,60,45000,0,0
28597,04-02-2014,1,36,1,1,0,-1.92950926,1,50,40000,0,0
42142,18-02-2014,0,33,0,0,0,-1.77259616,1,60,19000,0,0
67602,16-03-2014,0,55,0,0,0,-2.32068691,2,60,30000,0,0
38718,14-02-2014,1,35,0,0,0,-2.87034192,1,80,130000,1,0
41977,18-02-2014,0,47,0,0,0,-1.28173858,13,50,16000,0,0
100097,17-04-2014,0,52,0,0,0,-2.4980655,2,40,35000,0,0
6516,13-01-2014,0,27,0,0,0,-2.03060486,2,50,60000,0,0
64985,14-03-2014,1,32,0,0,0,-1.88637676,0,50,25000,1,0
25572,01-02-2014,0,42,1,0,0,-2.59419902,4,60,26000,0,0
88084,04-04-2014,0,34,1,0,0,-1.3592893,6,40,20000,0,1
33883,10-02-2014,0,34,1,1,0,-2.37842623,1,70,90000,1,0
39390,15-02-2014,0,22,0,0,0,-1.50834465,0,80,30000,0,0
96514,13-04-2014,0,32,0,0,1,-0.70408005,0,80,47000,0,0
51836,28-02-2014,1,40,1,1,0,-2.02159786,3,70,80000,0,0
85625,02-04-2014,0,31,1,0,1,-2.1042109,1,60,25000,0,0
10216,17-01-2014,0,52,0,0,0,-1.92590253,0,50,18000,0,0
88835,05-04-2014,0,55,0,0,0,-1.91741687,1,50,40000,0,0
8784,16-01-2014,1,31,0,0,0,-1.58043262,7,40,60000,0,0
97030,14-04-2014,0,63,0,0,0,-1.21041154,2,80,12000,0,0
53544,02-03-2014,1,40,0,0,0,-1.95535618,5,60,18000,0,0
62045,11-03-2014,1,28,0,0,0,-1.29123531,3,50,45000,1,0
32374,08-02-2014,1,32,0,0,0,-1.84434269,0,50,25000,0,0
97824,14-04-2014,0,50,0,0,2,-2.27464319,10,50,18000,0,0
63143,12-03-2014,0,66,0,0,0,-1.14760775,1,80,20000,0,1
40720,17-02-2014,1,57,0,0,0,-2.67387422,1,60,60000,1,0
65699,14-03-2014,0,29,0,0,0,-1.81341306,1,50,25000,0,1
78375,26-03-2014,0,49,0,0,0,-2.35558738,0,60,15000,0,0
10747,18-01-2014,0,48,0,0,0,-1.6210681,6,40,25000,0,1
104166,22-04-2014,0,57,0,0,0,-1.94206309,1,50,15000,0,0
53936,03-03-2014,0,37,0,0,0,-1.54470652,1,80,28000,0,0
71704,19-03-2014,0,39,1,1,0,-1.85837668,4,60,35000,1,0
49899,26-02-2014,0,49,0,0,1,-1.68031958,2,50,10000,0,0
110136,30-04-2014,1,26,1,1,0,-1.46488705,1,40,38000,0,0
37414,13-02-2014,1,35,0,0,1,-1.25195365,2,50,8000,0,0
20008,27-01-2014,0,38,0,0,0,-1.4069638,0,80,45000,0,0
94753,11-04-2014,0,47,0,0,0,-2.54834797,2,50,15000,0,0
82603,31-03-2014,1,33,0,0,0,-2.36841771,1,50,25000,0,0
101822,19-04-2014,0,36,1,0,0,-2.43998958,1,50,18000,0,0
21357,28-01-2014,0,31,0,0,0,-1.71436601,1,60,32000,0,0
102465,20-04-2014,1,26,1,1,0,-1.03941706,2,40,33000,1,0
79321,27-03-2014,1,29,0,0,0,-2.74975853,3,40,50000,0,0
17223,24-01-2014,1,24,1,1,0,-1.75557721,3,80,60000,0,0
37284,13-02-2014,1,32,0,0,0,-2.44723899,0,50,10000,0,0
35382,11-02-2014,1,39,0,0,0,-2.08204559,2,80,45000,1,1
7551,15-01-2014,0,54,0,0,0,-2.55293089,0,80,40000,0,0
35338,11-02-2014,1,52,1,1,0,-1.77769094,4,80,65000,1,0
35929,12-02-2014,1,40,0,0,4,-2.21952075,1,50,100000,0,1
8608,16-01-2014,0,48,0,0,0,-1.38966498,4,60,25000,0,0
90321,07-04-2014,1,49,0,0,0,-1.80615664,2,50,26000,0,0
14605,22-01-2014,0,48,0,0,0,-1.77227362,3,50,70000,1,0
93963,10-04-2014,1,51,0,0,0,-2.16832529,1,80,45000,0,0
73611,21-03-2014,1,37,1,0,0,-0.9690233,2,50,15000,0,0
38782,14-02-2014,1,42,0,0,0,-2.66659123,0,80,40000,1,0
104893,23-04-2014,1,48,0,0,0,-1.34474602,3,60,25000,0,0
26396,02-02-2014,1,39,1,1,0,-2.520649,1,60,58000,0,0
56067,04-03-2014,0,41,1,0,0,-1.68872915,0,50,100000,0,0
42379,18-02-2014,1,31,0,0,0,-0.95826732,0,80,30000,1,0
107845,27-04-2014,0,33,1,0,0,-1.18620625,2,50,35000,0,0
38157,14-02-2014,0,42,0,0,0,-1.11439684,6,60,35000,0,0
35545,11-02-2014,1,29,1,1,0,-0.9107769,4,50,45000,0,1
92859,09-04-2014,0,58,0,0,0,-0.92795029,1,50,36000,0,0
79494,27-03-2014,1,42,1,1,0,-2.07389372,0,40,25000,0,0
19558,27-01-2014,1,32,0,0,0,-2.29330542,2,60,52000,0,1
69523,18-03-2014,0,29,0,0,0,-1.54300479,1,50,80000,0,1
57024,05-03-2014,1,33,1,1,0,-1.88667135,0,80,60000,0,0
73154,20-03-2014,1,26,0,0,1,-0.6447229999999999,4,50,40000,0,0
57993,06-03-2014,1,41,1,1,0,-2.37094139,2,80,30000,0,0
73946,21-03-2014,1,38,1,0,0,-2.04115152,1,70,90000,1,0
810,04-01-2014,1,26,0,0,2,-1.19693656,0,70,60000,0,0
35221,11-02-2014,1,35,0,0,0,-2.02489433,1,50,100000,0,0
15782,23-01-2014,0,59,0,0,0,-1.35780775,3,50,6000,0,1
36501,12-02-2014,0,26,0,0,0,-0.92153673,3,60,38000,1,0
82279,30-03-2014,1,30,1,1,0,-1.42670063,2,80,50000,0,0
35380,11-02-2014,0,27,0,0,0,-1.18701137,2,60,18000,0,0
69063,17-03-2014,0,55,0,0,0,-2.33313695,0,60,40000,0,0
29155,05-02-2014,0,50,0,0,0,-1.88142652,0,80,25000,0,0
33957,10-02-2014,1,28,1,1,1,-1.30907285,0,60,40000,1,1
33570,10-02-2014,1,56,0,0,1,-1.77066931,1,60,70000,1,0
91161,07-04-2014,0,39,0,0,0,-1.85371859,1,50,20000,0,0
26772,03-02-2014,1,39,1,1,2,-1.66309048,5,60,80000,1,0
38185,14-02-2014,1,36,0,0,0,-1.75614301,5,80,80000,0,0
60394,09-03-2014,0,47,0,0,0,-2.68181153,0,60,35000,0,0
33102,09-02-2014,1,38,1,1,0,-1.40337599,4,70,40000,1,0
45113,21-02-2014,0,31,0,0,0,-1.78641679,4,50,55000,0,0
44196,20-02-2014,1,47,0,0,0,-2.26916832,6,70,30000,0,0
43578,20-02-2014,0,53,0,0,0,-1.73733175,5,70,40000,0,0
108388,28-04-2014,0,52,0,0,0,-1.69156296,4,50,45000,0,0
43447,20-02-2014,0,47,0,0,0,-2.08265122,2,50,40000,0,0
49754,26-02-2014,1,26,0,0,1,-0.90941344,5,50,49000,0,0
94322,10-04-2014,0,44,0,0,0,-1.41274796,3,50,12000,0,0
5869,13-01-2014,1,31,0,0,0,-2.22648832,1,50,25000,0,0
868,04-01-2014,0,30,0,0,1,-1.2573032,4,70,70000,0,0
53311,02-03-2014,1,37,0,0,0,-2.03276228,0,50,35000,0,0
109346,30-04-2014,0,35,0,0,0,-1.38639851,0,50,30000,0,0
92131,08-04-2014,0,56,0,0,0,-2.33795542,0,40,150000,0,0
68060,17-03-2014,1,63,0,0,0,-2.76686221,3,60,12200,0,0
5412,12-01-2014,0,37,0,0,0,-1.59844825,0,50,40000,0,0
34479,11-02-2014,0,28,0,0,0,-1.70439046,4,50,30000,0,0
48764,25-02-2014,1,29,0,0,0,-2.15817578,4,50,26000,0,0
13045,20-01-2014,0,39,1,1,0,-0.86379828,1,80,150000,1,0
13839,21-01-2014,1,38,1,0,0,-1.77526279,1,60,28600,0,0
10711,18-01-2014,1,42,0,0,1,-1.7491179,6,50,18000,0,0
85429,02-04-2014,1,44,1,1,0,-2.82795814,0,40,57000,0,0
5668,12-01-2014,1,26,0,0,0,-0.82565633,1,50,27000,0,1
103962,22-04-2014,0,52,0,0,0,-1.46720275,0,80,20000,1,0
106516,25-04-2014,1,48,1,1,0,-1.72936834,7,50,50000,0,0
75231,23-03-2014,0,26,1,1,0,-2.32997453,0,50,20000,0,0
27997,04-02-2014,1,46,0,0,0,-1.95182596,4,70,45000,0,0
95993,12-04-2014,0,36,0,0,0,-2.02047202,1,60,14500,1,1
63787,13-03-2014,0,38,0,0,0,-0.89602068,3,40,23000,0,1
18197,25-01-2014,0,50,0,0,0,-2.17816344,2,50,13000,0,0
61370,11-03-2014,1,22,0,0,0,-1.59492967,0,60,20000,0,0
84709,01-04-2014,1,27,1,0,0,-1.58208111,1,50,20000,0,0
70159,18-03-2014,1,32,1,0,0,-2.46028823,1,50,30000,0,0
15355,22-01-2014,1,29,1,1,4,-0.91393531,5,40,90000,0,0
38082,14-02-2014,0,59,0,0,0,-1.2995409,1,40,10100,0,0
78669,26-03-2014,0,36,0,0,0,-2.00672064,1,80,25000,0,0
92578,09-04-2014,0,27,0,0,1,-2.77259908,2,50,27000,0,0
59801,08-03-2014,0,21,0,0,2,-1.57622874,0,40,20000,0,0
77133,25-03-2014,0,39,1,0,0,-2.39722869,0,80,50000,0,0
